sample_id	cluster	subcluster_l2	fastbaps_level1_raw	fastbaps_level2_raw
SAMN39646426	B-C01	B-C01.2	10	35
SAMN22612307	B-C01	B-C01.2	10	35
SAMN40518011	B-C01	B-C01.2	10	35
SAMN40518013	B-C01	B-C01.2	10	35
SAMN40518021	B-C01	B-C01.2	10	35
SAMN40518005	B-C01	B-C01.2	10	35
SAMN22612264	B-C01	B-C01.2	10	35
SAMN13639769	B-C09	B-C09.3	11	42
SAMEA3158502	B-C09	B-C09.3	11	42
SAMN02863150	B-C01	B-C01.2	10	35
SAMN22612342	B-C01	B-C01.2	10	35
SAMN22612340	B-C01	B-C01.2	10	35
SAMN22612350	B-C01	B-C01.2	10	35
SAMN40518007	B-C01	B-C01.2	10	35
SAMN46495461	B-C01	B-C01.2	10	35
SAMN22612348	B-C01	B-C01.2	10	35
SAMN46495422	B-C01	B-C01.2	10	35
SAMN46495436	B-C01	B-C01.2	10	35
SAMN46495441	B-C01	B-C01.2	10	35
SAMN46495460	B-C01	B-C01.2	10	35
SAMN46495434	B-C01	B-C01.2	10	35
SAMN22612343	B-C01	B-C01.2	10	35
SAMN22612347	B-C01	B-C01.2	10	35
SAMN35347198	B-C01	B-C01.2	10	35
SAMN22612305	B-C01	B-C01.2	10	35
SAMN46495451	B-C01	B-C01.2	10	35
SAMN46495430	B-C01	B-C01.2	10	35
SAMN47852663	B-C01	B-C01.2	10	35
SAMN16125497	B-C01	B-C01.2	10	35
SAMN16125506	B-C01	B-C01.2	10	35
SAMN16125458	B-C01	B-C01.2	10	35
SAMN16125488	B-C01	B-C01.2	10	35
SAMN16125489	B-C01	B-C01.2	10	35
SAMN16125500	B-C01	B-C01.2	10	35
SAMN04216070	B-C01	B-C01.2	10	35
SAMN22612302	B-C01	B-C01.2	10	35
SAMN16125487	B-C01	B-C01.2	10	35
SAMN47852662	B-C01	B-C01.1	10	38
SAMN46495421	B-C01	B-C01.1	10	38
SAMN46495448	B-C01	B-C01.1	10	38
SAMN46495433	B-C01	B-C01.1	10	38
SAMN40518015	B-C01	B-C01.1	10	38
SAMN46495418	B-C01	B-C01.1	10	38
SAMN46495400	B-C01	B-C01.1	10	38
SAMN46495398	B-C01	B-C01.1	10	38
SAMN46495450	B-C01	B-C01.1	10	38
SAMN47852652	B-C01	B-C01.1	10	38
SAMN46495402	B-C01	B-C01.1	10	38
SAMN46495406	B-C01	B-C01.1	10	38
SAMN46495425	B-C01	B-C01.1	10	38
SAMN47852657	B-C01	B-C01.1	10	38
SAMN47852671	B-C01	B-C01.1	10	38
SAMN46495419	B-C01	B-C01.1	10	38
SAMN47852655	B-C01	B-C01.1	10	38
SAMN46495403	B-C01	B-C01.1	10	38
SAMN46495401	B-C01	B-C01.1	10	38
SAMN46495413	B-C01	B-C01.1	10	38
SAMN46495410	B-C01	B-C01.1	10	38
SAMN46495409	B-C01	B-C01.1	10	38
SAMN46495412	B-C01	B-C01.1	10	38
SAMN46495408	B-C01	B-C01.1	10	38
SAMN46495440	B-C01	B-C01.1	10	38
SAMN46495437	B-C01	B-C01.1	10	38
SAMN22612279	B-C01	B-C01.1	10	38
SAMN22612246	B-C01	B-C01.1	10	38
SAMN22612361	B-C01	B-C01.1	10	38
SAMN22612301	B-C01	B-C01.1	10	38
SAMN46495427	B-C01	B-C01.1	10	38
SAMN46495420	B-C01	B-C01.1	10	38
SAMN40518000	B-C01	B-C01.1	10	38
SAMN46495457	B-C01	B-C01.1	10	38
SAMN46495391	B-C01	B-C01.1	10	38
SAMN16125452	B-C01	B-C01.1	10	38
SAMN40518022	B-C01	B-C01.1	10	38
SAMN16125486	B-C01	B-C01.1	10	38
SAMN16125495	B-C01	B-C01.1	10	38
SAMN16125499	B-C01	B-C01.1	10	38
SAMN16125493	B-C01	B-C01.1	10	38
SAMN16125457	B-C01	B-C01.1	10	38
SAMN22612268	B-C01	B-C01.4	10	39
SAMN22612341	B-C01	B-C01.1	10	38
SAMN16125441	B-C01	B-C01.1	10	38
SAMN16125463	B-C01	B-C01.1	10	38
SAMN16125502	B-C01	B-C01.1	10	38
SAMN16125492	B-C01	B-C01.1	10	38
RS814	B-C01	B-C01.1	10	38
RS414	B-C01	B-C01.1	10	38
SAMN22612334	B-C01	B-C01.1	10	38
SAMN22612290	B-C01	B-C01.1	10	38
SAMN22612287	B-C01	B-C01.1	10	38
SAMN07176573	B-C01	B-C01.1	10	38
SAMN03402637	B-C01	B-C01.1	10	38
SAMN22612296	B-C01	B-C01.1	10	38
SAMN46495439	B-C01	B-C01.1	10	38
SAMN47852650	B-C01	B-C01.1	10	38
SAMN16125496	B-C01	B-C01.1	10	38
SAMN46495442	B-C01	B-C01.1	10	38
SAMN47852653	B-C01	B-C01.1	10	38
SAMN46495456	B-C01	B-C01.1	10	38
SAMN46495415	B-C01	B-C01.1	10	38
SAMN46495394	B-C01	B-C01.1	10	38
SAMN47852665	B-C01	B-C01.1	10	38
SAMN47852664	B-C01	B-C01.1	10	38
SAMN46495417	B-C01	B-C01.1	10	38
SAMN46495416	B-C01	B-C01.1	10	38
SAMN46495452	B-C01	B-C01.1	10	38
SAMN46495438	B-C01	B-C01.1	10	38
SAMN46495435	B-C01	B-C01.1	10	38
SAMN47852666	B-C01	B-C01.1	10	38
SAMN46495458	B-C01	B-C01.1	10	38
SAMN46495459	B-C01	B-C01.1	10	38
SAMN02471768	B-C01	B-C01.4	10	39
SAMN40518008	B-C01	B-C01.1	10	38
SAMN47852669	B-C01	B-C01.1	10	38
SAMN40518010	B-C01	B-C01.1	10	38
SAMN04216073	B-C01	B-C01.1	10	38
SAMN16125514	B-C01	B-C01.1	10	38
SAMN16125474	B-C01	B-C01.1	10	38
SAMN16125481	B-C01	B-C01.1	10	38
SAMN16125501	B-C01	B-C01.1	10	38
SAMN46495399	B-C01	B-C01.1	10	38
SAMN16125515	B-C01	B-C01.1	10	38
SAMN16125451	B-C01	B-C01.1	10	38
SAMN16125484	B-C01	B-C01.1	10	38
SAMN16125494	B-C01	B-C01.1	10	38
SAMN16125485	B-C01	B-C01.1	10	38
SAMN62149723	B-C01	B-C01.5	10	36
SAMN62149726	B-C01	B-C01.5	10	36
SAMN16125448	B-C01	B-C01.5	10	36
SAMN22612321	B-C01	B-C01.5	10	36
SAMN22612280	B-C01	B-C01.5	10	36
SAMN22612273	B-C01	B-C01.5	10	36
SAMN40518014	B-C01	B-C01.1	10	38
SAMN08043183	B-C01	B-C01.1	10	38
SAMN40518004	B-C01	B-C01.1	10	38
SAMN40518009	B-C01	B-C01.1	10	38
SAMN40518012	B-C01	B-C01.1	10	38
SAMN47852654	B-C01	B-C01.1	10	38
SAMN06560053	B-C01	B-C01.1	10	38
SAMN22612265	B-C01	B-C01.6	10	40
SAMN22612368	B-C01	B-C01.1	10	38
SAMN40518020	B-C01	B-C01.1	10	38
SAMN06697629	B-C01	B-C01.1	10	38
SAMN39646429	B-C01	B-C01.1	10	38
SAMN16125461	B-C01	B-C01.1	10	38
SAMN46495443	B-C01	B-C01.1	10	38
SAMN22612260	B-C01	B-C01.1	10	38
SAMN20349546	B-C01	B-C01.1	10	38
SAMN16125511	B-C01	B-C01.1	10	38
SAMN08046731	B-C01	B-C01.1	10	38
SAMN40518001	B-C01	B-C01.1	10	38
SAMN04216071	B-C01	B-C01.1	10	38
SAMN47852670	B-C01	B-C01.1	10	38
SAMN40518018	B-C01	B-C01.1	10	38
SAMN46495405	B-C01	B-C01.1	10	38
SAMN39646427	B-C01	B-C01.1	10	38
SAMN22612333	B-C01	B-C01.1	10	38
SAMN22612297	B-C01	B-C01.1	10	38
SAMN22612380	B-C01	B-C01.1	10	38
