sample_id	cluster	subcluster_l2	fastbaps_level1_raw	fastbaps_level2_raw
SAMEA10977831	A-C15	A-C15.1	1	2
SAMN16125505	A-C15	A-C15.1	1	2
SAMN13348488	A-C15	A-C15.1	1	2
SAMN61800730	A-C15	A-C15.1	1	2
SAMN61800728	A-C15	A-C15.1	1	2
SAMN61800726	A-C15	A-C15.1	1	2
SAMN61800729	A-C15	A-C15.1	1	2
SAMN61800727	A-C15	A-C15.1	1	2
SAMN32543031	A-C15	A-C15.1	1	2
SAMN44820512	A-C15	A-C15.3	1	3
SAMN44820527	A-C15	A-C15.3	1	3
SAMN39646425	A-C15	A-C15.4	1	4
SAMN44820495	A-C15	A-C15.6	1	6
SAMN44820506	A-C20	A-C20.1	2	7
SAMN44820498	A-C20	A-C20.1	2	7
SAMN61800722	A-C20	A-C20.2	2	8
SAMN44820503	A-C20	A-C20.2	2	8
SAMN44820504	A-C20	A-C20.8	2	9
SAMN22612320	A-C20	A-C20.5	2	12
SAMN22612362	A-C20	A-C20.6	2	13
SAMN44820499	A-C20	A-C20.7	2	14
SAMN44820514	A-C20	A-C20.3	2	10
SAMN44820505	A-C20	A-C20.4	2	11
SAMEA2272127	A-C15	A-C15.5	1	5
SAMN44820493	A-C23	A-C23.1	5	23
SAMN03256358	A-C23	A-C23.1	5	23
SAMN11352627	A-C23	A-C23.1	5	23
SAMN37721522	A-C22	A-C22.1	4	19
SAMN51286211	A-C22	A-C22.1	4	19
SAMN51433432	A-C22	A-C22.1	4	19
SAMN31865980	A-C22	A-C22.1	4	19
SAMN50030530	A-C22	A-C22.1	4	19
SAMN50030529	A-C22	A-C22.1	4	19
SAMN23345431	A-C22	A-C22.2	4	20
SAMN47071780	A-C22	A-C22.3	4	21
SAMN16125504	A-C22	A-C22.4	4	22
SAMN14262756	A-C03	A-C03.1	23	136
SAMN39714303	A-C03	A-C03.1	23	136
RS967	A-C03	A-C03.1	23	136
SAMN14490838	A-C03	A-C03.10	23	133
SAMN47857644	A-C03	A-C03.10	23	133
SAMN02472178	A-C03	A-C03.10	23	133
RS561	A-C03	A-C03.10	23	133
SAMN44820500	A-C03	A-C03.1	23	136
SAMN17601211	A-C19	A-C19.1	7	32
SAMN09425311	A-C19	A-C19.1	7	32
SAMN07311587	A-C19	A-C19.1	7	32
SAMN16396878	A-C19	A-C19.1	7	32
SAMN14490835	A-C19	A-C19.1	7	32
RS695	A-C19	A-C19.1	7	32
RS03	A-C19	A-C19.1	7	32
RS1210	A-C19	A-C19.1	7	32
HD_7	A-C19	A-C19.1	7	32
HD_8	A-C19	A-C19.1	7	32
RS705	A-C19	A-C19.1	7	32
SAMN44820508	A-C19	A-C19.2	7	33
SAMN57364344	A-C19	A-C19.2	7	33
SAMEA118817294	A-C19	A-C19.3	7	34
SAMN18316930	A-C03	A-C03.1	23	136
SAMN05879720	A-C03	A-C03.1	23	136
SAMN48144384	A-C14	A-C14.1	21	118
SAMN48144387	A-C14	A-C14.1	21	118
SAMN48144389	A-C14	A-C14.3	21	116
SAMN48144381	A-C14	A-C14.3	21	116
SAMN48144382	A-C14	A-C14.6	21	121
SAMN48144383	A-C14	A-C14.3	21	116
SAMN48144380	A-C14	A-C14.3	21	116
SAMN48144390	A-C14	A-C14.1	21	118
SAMN48144388	A-C14	A-C14.1	21	118
SAMN48144386	A-C14	A-C14.1	21	118
SAMN48144385	A-C14	A-C14.1	21	118
SAMN48144371	A-C14	A-C14.1	21	118
RS1254	A-C14	A-C14.1	21	118
RS1253	A-C14	A-C14.1	21	118
RS1252	A-C14	A-C14.1	21	118
SAMN14490830	A-C14	A-C14.1	21	118
SAMN48144378	A-C14	A-C14.2	21	117
SAMN48144379	A-C14	A-C14.4	21	119
SAMN48144374	A-C14	A-C14.5	21	120
SAMN48144376	A-C14	A-C14.2	21	117
SAMN48144377	A-C14	A-C14.2	21	117
SAMN48144373	A-C14	A-C14.2	21	117
SAMN48144372	A-C14	A-C14.2	21	117
SAMN48144375	A-C14	A-C14.2	21	117
RS589	A-C03	A-C03.1	23	136
SAMN07430684	A-C03	A-C03.6	23	128
SAMD00657126	A-C03	A-C03.6	23	128
SAMD01229214	A-C03	A-C03.6	23	128
SAMD01229178	A-C03	A-C03.6	23	128
SAMN07430691	A-C03	A-C03.6	23	128
SAMN07430696	A-C03	A-C03.6	23	128
SAMN50180639	A-C03	A-C03.1	23	136
RS156	A-C03	A-C03.1	23	136
SAMN37261781	A-C10	A-C10.4	10	50
SAMN48144360	A-C10	A-C10.4	10	50
SAMN48144351	A-C10	A-C10.4	10	50
SAMN48144361	A-C10	A-C10.4	10	50
SAMN22612283	A-C10	A-C10.4	10	50
SAMN14524007	A-C10	A-C10.1	10	51
SAMN14524008	A-C10	A-C10.1	10	51
SAMN14523986	A-C10	A-C10.1	10	51
SAMN14523987	A-C10	A-C10.1	10	51
SAMN14524009	A-C10	A-C10.1	10	51
SAMN14524010	A-C10	A-C10.1	10	51
ssf_5	A-C10	A-C10.1	10	51
RS01	A-C10	A-C10.1	10	51
SAMN48144332	A-C10	A-C10.2	10	49
SAMN48144331	A-C10	A-C10.2	10	49
SAMN36081924	A-C10	A-C10.2	10	49
SAMN03256359	A-C10	A-C10.2	10	49
SAMN48144348	A-C10	A-C10.2	10	49
SAMN48144350	A-C10	A-C10.2	10	49
SAMN48144349	A-C10	A-C10.2	10	49
SAMN48144333	A-C10	A-C10.2	10	49
SAMN36081923	A-C10	A-C10.1	10	51
SAMD00250061	A-C10	A-C10.1	10	51
SAMN21906700	A-C10	A-C10.1	10	51
RS132	A-C10	A-C10.1	10	51
SAMN47865868	A-C10	A-C10.1	10	51
SAMN40518025	A-C10	A-C10.1	10	51
SAMN22170846	A-C10	A-C10.1	10	51
SAMD01229255	A-C10	A-C10.1	10	51
SAMD01229195	A-C10	A-C10.1	10	51
SAMN16125443	A-C10	A-C10.3	10	52
SAMN46987984	A-C10	A-C10.3	10	52
SAMN44820518	A-C10	A-C10.3	10	52
SAMN04537371	A-C10	A-C10.3	10	52
SAMN02603298	A-C10	A-C10.3	10	52
SAMN44820509	A-C10	A-C10.3	10	52
SAMN29638280	A-C07	A-C07.3	16	87
SAMN29638282	A-C07	A-C07.3	16	87
SAMN04539710	A-C07	A-C07.3	16	87
SAMN13503726	A-C07	A-C07.3	16	87
SAMN13503722	A-C07	A-C07.3	16	87
SAMN56344637	A-C07	A-C07.8	16	92
SAMN07430687	A-C07	A-C07.3	16	87
SAMN48144320	A-C18	A-C18.3	15	80
SAMN48144330	A-C18	A-C18.4	15	81
SAMN48144328	A-C18	A-C18.2	15	79
SAMN48144329	A-C18	A-C18.2	15	79
SAMN48144323	A-C18	A-C18.2	15	79
SAMN48144321	A-C07	A-C07.4	16	85
SAMN48144318	A-C07	A-C07.4	16	85
SAMN48144322	A-C07	A-C07.4	16	85
SAMN48144319	A-C07	A-C07.4	16	85
SAMN46988022	A-C07	A-C07.1	16	89
SAMN52376887	A-C07	A-C07.1	16	89
SAMN29673692	A-C07	A-C07.1	16	89
SAMN02470050	A-C07	A-C07.1	16	89
SAMD00256261	A-C07	A-C07.1	16	89
SAMD00250057	A-C07	A-C07.1	16	89
SAMN14490833	A-C07	A-C07.1	16	89
SAMN44820507	A-C07	A-C07.1	16	89
SAMN15623711	A-C07	A-C07.1	16	89
SAMN02469793	A-C07	A-C07.1	16	89
SAMN15331499	A-C07	A-C07.1	16	89
SAMN14524015	A-C07	A-C07.1	16	89
SAMN15331471	A-C07	A-C07.1	16	89
SAMEA118821850	A-C07	A-C07.1	16	89
SAMN14524011	A-C07	A-C07.2	16	90
SAMN14524012	A-C07	A-C07.2	16	90
SAMN14524013	A-C07	A-C07.2	16	90
SAMN14523997	A-C07	A-C07.2	16	90
SAMN14523988	A-C07	A-C07.2	16	90
SAMN14523995	A-C07	A-C07.2	16	90
SAMN14523990	A-C07	A-C07.2	16	90
SAMN14523989	A-C07	A-C07.2	16	90
SAMN14523991	A-C07	A-C07.2	16	90
SAMN05392572	A-C07	A-C07.2	16	90
SAMN14523994	A-C07	A-C07.2	16	90
SAMN14523996	A-C07	A-C07.2	16	90
SAMN15235522	A-C07	A-C07.2	16	90
RS558	A-C07	A-C07.7	16	91
RS737	A-C07	A-C07.5	16	86
RS607	A-C07	A-C07.5	16	86
RS553	A-C07	A-C07.5	16	86
SAMN05879717	A-C07	A-C07.6	16	88
SAMN14490832	A-C07	A-C07.6	16	88
SAMN16125445	A-C02	A-C02.4	9	46
SAMN47071778	A-C02	A-C02.5	9	47
SAMN22612372	A-C02	A-C02.6	9	48
SAMN13503714	A-C02	A-C02.2	9	44
SAMN13503701	A-C02	A-C02.2	9	44
SAMN13503723	A-C02	A-C02.2	9	44
SAMN13503705	A-C02	A-C02.2	9	44
SAMN13503713	A-C02	A-C02.2	9	44
SAMN13503720	A-C02	A-C02.2	9	44
SAMN13503706	A-C02	A-C02.2	9	44
SAMN13503712	A-C02	A-C02.2	9	44
SAMN13503725	A-C02	A-C02.2	9	44
SAMN13503704	A-C02	A-C02.2	9	44
SAMN13503710	A-C02	A-C02.2	9	44
SAMN13503703	A-C02	A-C02.2	9	44
SAMN13503702	A-C02	A-C02.2	9	44
SAMN13503724	A-C02	A-C02.2	9	44
SAMN29638281	A-C02	A-C02.1	9	43
SAMN07430699	A-C02	A-C02.1	9	43
SAMN07430693	A-C02	A-C02.1	9	43
SAMN29673691	A-C02	A-C02.1	9	43
SAMN07430690	A-C02	A-C02.3	9	45
SAMN07430706	A-C02	A-C02.3	9	45
SAMN07430700	A-C02	A-C02.3	9	45
SAMN13503700	A-C02	A-C02.1	9	43
SAMN07430692	A-C02	A-C02.1	9	43
SAMD00889216	A-C02	A-C02.1	9	43
SAMD01229170	A-C02	A-C02.1	9	43
SAMD01229177	A-C02	A-C02.1	9	43
SAMD01229261	A-C02	A-C02.1	9	43
SAMD01229233	A-C02	A-C02.1	9	43
SAMD01229245	A-C02	A-C02.1	9	43
SAMD01229246	A-C02	A-C02.1	9	43
SAMN16125523	A-C02	A-C02.1	9	43
SAMD01229250	A-C02	A-C02.1	9	43
SAMD01229171	A-C02	A-C02.1	9	43
SAMD01229208	A-C02	A-C02.1	9	43
SAMD01229197	A-C02	A-C02.1	9	43
SAMD01229226	A-C02	A-C02.1	9	43
SAMD01229187	A-C02	A-C02.1	9	43
SAMD01229230	A-C02	A-C02.1	9	43
SAMD01229176	A-C02	A-C02.1	9	43
SAMD01229257	A-C02	A-C02.1	9	43
SAMD01229198	A-C02	A-C02.1	9	43
SAMD01229211	A-C02	A-C02.1	9	43
SAMD01229243	A-C02	A-C02.3	9	45
SAMD01229244	A-C02	A-C02.3	9	45
SAMD01229249	A-C02	A-C02.3	9	45
SAMD00657125	A-C02	A-C02.1	9	43
SAMD01229251	A-C02	A-C02.1	9	43
SAMD01229180	A-C02	A-C02.1	9	43
SAMD01229238	A-C02	A-C02.1	9	43
SAMD01229252	A-C02	A-C02.1	9	43
SAMD01229259	A-C02	A-C02.1	9	43
SAMD01229217	A-C02	A-C02.1	9	43
SAMD01229239	A-C02	A-C02.1	9	43
SAMD01229188	A-C02	A-C02.1	9	43
SAMD01229242	A-C02	A-C02.1	9	43
SAMD01229232	A-C02	A-C02.1	9	43
SAMD01229213	A-C02	A-C02.1	9	43
SAMD01229264	A-C02	A-C02.1	9	43
SAMD01229194	A-C02	A-C02.1	9	43
SAMD01229231	A-C02	A-C02.1	9	43
SAMD01229189	A-C02	A-C02.1	9	43
SAMD01229191	A-C02	A-C02.1	9	43
SAMD01229193	A-C02	A-C02.1	9	43
SAMD01229236	A-C02	A-C02.1	9	43
SAMD01229237	A-C02	A-C02.1	9	43
SAMD01229209	A-C02	A-C02.1	9	43
SAMD01229212	A-C02	A-C02.1	9	43
SAMD01229205	A-C02	A-C02.1	9	43
SAMD01229260	A-C02	A-C02.1	9	43
SAMD01229253	A-C02	A-C02.1	9	43
SAMD01229183	A-C02	A-C02.1	9	43
SAMD01229248	A-C02	A-C02.1	9	43
SAMD01229196	A-C02	A-C02.1	9	43
SAMD01229206	A-C02	A-C02.1	9	43
SAMN07430689	A-C02	A-C02.1	9	43
SAMD01229199	A-C02	A-C02.1	9	43
SAMD01229175	A-C02	A-C02.1	9	43
SAMD00657123	A-C02	A-C02.1	9	43
SAMD00657124	A-C02	A-C02.1	9	43
SAMD01229204	A-C02	A-C02.1	9	43
SAMD01229223	A-C02	A-C02.1	9	43
SAMD01229256	A-C02	A-C02.1	9	43
SAMD01229192	A-C02	A-C02.1	9	43
SAMD01229181	A-C02	A-C02.1	9	43
SAMD01229247	A-C02	A-C02.1	9	43
SAMD01229215	A-C02	A-C02.1	9	43
SAMD01229227	A-C02	A-C02.1	9	43
SAMD01229254	A-C02	A-C02.1	9	43
SAMD01229240	A-C02	A-C02.1	9	43
SAMD01229190	A-C02	A-C02.1	9	43
SAMN43909898	A-C02	A-C02.1	9	43
SAMD01229202	A-C02	A-C02.1	9	43
SAMD01229229	A-C02	A-C02.1	9	43
SAMD01229207	A-C02	A-C02.1	9	43
SAMD01229225	A-C02	A-C02.1	9	43
SAMN07430697	A-C02	A-C02.1	9	43
SAMN43909896	A-C02	A-C02.3	9	45
